id,clinical_case,cc_question_number,question,answer,medical_subject,question_type,a_signal_gravite
3918,"Mr J., âgé de 64 ans se plaint au réveil à 7h d'une chute du membre supérieur gauche. Il remarque des fourmillements dans le bras gauche. A la marche, son genou gauche a tendance à se dérober et il sent moins bien le sol de ce côté. Il prend comme traitement pour une hypertension artérielle COTAREG 160/12,5 1.0.0, LODOZ 10 1.0.0 et un diabète DAONIL 5 1.1.1, GLUCOPHAGE 1000 1.0.1. Cet homme consomme 1 whisky et 3 verres de vin par jour. Il pèse 110kg pour 1.82. Il fume 10 cigarettes par jourA 8h 30, à l'examen clinique, il existe une chute du bras G au maintien des attitudes, une chute modérée du membre inférieur G. La force musculaire de la main G est diminuée. La préhension aveugle du pouce gauche par la main droite est approximative, le sens de position du gros orteil G est mal perçu. Il existe une quadranopsie inférieure G. La tension est à 210/110, le pouls est rapide et irrégulier.",1,Quel est votre diagnostic topographique probable (justifier),"Topographie implique fibres pyramidales (diminution de la force musculaire): 
Topographie implique fibres proprioceptives (tr préhension aveugle, sens de position, fourmillements, sensation anormale du sol): 
Quadranopsie inférieure gauche résulte d'une atteinte des radiations optiques pariétales droites",Neurology,Reasoning,True
3928,"Un patient de 62 ans a pour principaux antécédents :- Des phlébites à répétitions, compliquées d’une maladie veineuse post-phlébitique ; il est soigné depuis quelques mois pour ulcère de la jambe gauche.- Un diabète de type 2, découvert vers la cinquantaine, et traité par bithérapie : metformine (Glucophage) et gliclazide (Diamicron). Il pesait à l’époque 98 kg pour 1,79 m, et le poids n’a pratiquement changé depuis, sauf ces tous derniers jours.Sont apparus depuis quelques jours en effet :- Une hyperthermie ;- Une asthénie majeure ;- Un placard érythémateux de la jambe gauche.Le traitement antidiabétique oral a été suspendu. Devant l’aggravation de l’altération de l’état général, le patient appelle son médecin traitant, qui l’adresse au service des urgences de l’hôpital voisin.A l’entrée, la situation est la suivante :- Score de Glasgow à 13 ;- Sepsis sévère : température à 38,1° C, tachycardie > 120/min, hyperleucocytose à plus de 20 000 GB/mm3, hyperventilation, PA 85/50 mm Hg ;- Un érysipèlede la jambe gauche ;- Une glycémie ""HI"" au lecteur de glycémie, avec une odeur acétonique de l’haleine.La biologie à l’entrée est la suivante : Na+ 145 mmol/l, K+ 6,7 mmol/l, HCO3- 12 mmol/l, urée plasmatique 25 mmol/l, créatininémie 280 mcmol/l, cétonurie +++.",3,"Sur quels arguments choisissez-vous d'hospitaliser, ou pas, une ""grosse jambe rouge"" ? Justifier.","Devant les critères suivants (cf. ""Conférence de consensus"", Méd Mal Infect 2000, 30 : 241-5 en annexe 1)
- Nécessité d’un traitement parentéral
- Nécessité d’une surveillance rapprochée
- Doute diagnostique
- Signes généraux importants
- Co-morbidité
- Eventualité d’un geste chirurgical.",Emergency Medicine,Reasoning,True
3941,"Une femme de 61 ans, sans autre antécédent qu’un éthylisme ancien, isolé (sans tabagisme associé) et sevré, est admise à l’hôpital pour des malaises faisant évoquer une hypoglycémie. Ces malaises remontent à plusieurs mois. Ils ont d'abord été considérés comme d'origine épileptique et traités comme tels par barbiturique (phénobarbital). Ils associent une asthénie brutale, des faux vertiges et une hypotonie musculaire survenant à différents moments de la journée mais plus volontiers au lever et en fin de matinée. Ils cessent après absorption de boissons ou d'aliments sucrés. Les glycémies, effectuées à plusieurs reprises au décours, se sont avérées normales (la patiente cite de mémoire).L'état général est excellent. Il est seulement noté depuis quelques mois une asthénie périodique à prédominance matinale. Le poids (79 kg pour 1 m 66) enregistre un gain de 9 kg en 1 an. L'examen clinique général est normal, en particulier l’examen neurologique. La constatation d'un teint clair et peu pigmenté et d'une certaine dépilation sexuelle chez cette femme blonde et ménopausée depuis 15 ans ne semble pas pathologique. La tension artérielle est à 140/85 mm Hg, le pouls est à 76 par minute.Les éléments de la biologie à jeun sont les suivants : hémoglobine 14,2 g/l, VGM 97 fl, leucocytes 5,4 G/l, sodium 143 mmo/l, potassium 4,3 mmol/l, protides totaux 72 g/l, glycémie 4,9 mmol/l, urée 5,6 mmol/l, créatinine 86 mmol/l, ASAT 30 U/l (N < 35), ALAT 60 U/l (N < 50), gamma-GT 90 U/l (N < 40).Vous avez donné des consignes au service : à l'occasion d'un nouveau malaise, accompagné de troubles de la conscience, survenu en fin de nuit, la glycémie a pu être dosée sur sang veineux. Le résultat revient à 0,34 g/l (1,9 mmol/l).",2,Cette femme est soucieuse de sa prise de poids (elle a un rôle de représentation dans une société). Quels conseils lui donnez-vous ?,"Prise de poids A priori secondaire à l’insulinome :  hyperinsulinisme , compensations des hypos 
Recommandations : diététique (précisions), activité physique, mais pas endurante : 0 à Q. 2 sinon (2/2)",Endocrinology and Metabolism,Reasoning,True
3970,"Kevin est un nourrisson de 2 mois, né le 15 décembre, qui présente à domicile vers 11 heures du matin un accès de cyanose et une hypotonie survenus quelques minutes après la prise du biberon et qui vont se prolonger plus de 30 secondes. Le père a pratiqué alors quelques manœuvres de bouche à bouche qui permettent une récupération partielle et emmène son enfant aux urgences pédiatriques du centre hospitalier proche de son domicile.A l’admission l’enfant a une température de 37,1 °C et son poids est de 5 kg150. Il a un encombrement nasal et pharyngé fait d’un mélange de lait et de glaires et a une légère cyanose péribuccale. Le rythme respiratoire est à 30/mn et irrégulier et le score de Silverman est estimé à 1 du fait d’un tirage intercostal modéré. Le rythme cardiaque est à 120/mn et l’auscultation cardiaque est normale. Il est conscient, la fontanelle est normotendue et la mobilité spontanée semble normale. L’examen cutané est sans particularité.Les parents rapportent que depuis une quinzaine de jours Kevin a tendance à cracher un peu de lait après chaque prise de biberon, toujours à peu près la même quantité, pleure plus souvent la nuit et a le nez qui coule depuis 48 heures. Il est alimenté avec un lait 1er âge depuis la naissance et n’a eu aucun autre souci depuis la naissance. Il a une sœur de 22 mois en bonne santé. Les deux parents sont fumeurs.Il a  été vacciné par le Pentavac® une semaine auparavant. Le poids noté dans le carnet de santé était alors de 5 kg 050",1,Dès l’admission quels sont les premiers gestes à effectuer et quels sont les éléments de surveillance à prescrire pour les heures suivantes?,"Premiers gestes à effectuer
Aspiration nasale et buccopharyngée 
Oxygénation par lunettes nasales (ou Hood)  
Intubation et aspiration trachéale (ou aspiration trachéale directe) en l’absence d’amélioration 
Voie veineuse périphérique 

Surveillance

Fréquence respiratoire, fréquence cardiaque,
Saturation en oxygène  à maintenir > 95% 
Pression artérielle 
Etat de conscience",Pediatrics,Reasoning,True
3987,"Vous êtes de garde aux urgences chirurgicales. Vous recevez un patient de 22 ans victime d'un accident de la voie publique (motard non casqué).Le patient est conscient (Glasgow 13). Il existe un saignement abondant au niveau de la cavité buccale, un trouble majeur de l'articulé dentaire et un hématome péri-orbitaire gauche.",1,Décrivez votre prise en charge immédiate,"Libération des voies aériennes supérieures
Juguler les hémorragies.
Rechercher urgence neurochirurgicale
 Rechercher urgence fonctionnelle: œil.
Conditionnement du patient (voies veineuses, scope…).",Emergency Medicine,Reasoning,True
4080,"Mme A. est une patiente connue de vous, de longue date. Cependant vous ne l'avez pas revue depuis environ 5 ans, date à laquelle elle a arrêté de suivre une contraception orale. Elle a 48 ans, et consulte pour des bouffées de chaleur et des sueurs nocturnes très gênantes depuis 6 mois. Elle n'a pas eu ses règles depuis 13 mois, après deux années de cycles irréguliers. Elle pense être ménopausée ce qu'elle juge normal car elle a été réglée jeune, à 10 ans. Cuisinière dans un lycée, elle est mariée, avec un chauffeur routier, qui ne rentre que le week-end. Ils ont un enfant de 16 ans en bonne santé. Il s'agit d'une femme désireuse d'informations ; elle vous pose nombre de questions - Elle souhaite avoir confirmation de sa ménopause et savoir s'il existe encore un risque de grossesse. - Elle demande une mesure de la densité osseuse suite à la lecture dans une revue d'un article sur l'ostéoporose. - Elle est inquiète du risque de cancer et en particulier du cancer du sein. Sa tante maternelle termine une chimiothérapie pour traiter cette maladie ; elle se demande pourquoi elle n'a pas été invitée à participer au dépistage du cancer du sein qui vient d'être récemment mis en oeuvre dans le département. - Elle s'interroge sur l'opportunité d'un traitement substitutif hormonal de ménopause. L'entretien permet de recueillir les antécédents suivants : - Père, fumeur, décédé d'un infarctus du myocarde à 68 ans - mère en bonne santé - grand-mère paternelle et un oncle paternel atteint d'un diabète de type II, - tabagisme : 15 paquets-années (10 cigarettes par jour depuis l'âge de 18 ans) L'examen clinique est normal ; elle pèse 75 kg pour une taille de 1.62 m. La tension artérielle est à 136/78 mmHg.",1,Quels sont les arguments cliniques en faveur du diagnostic de ménopause chez cette femme ? Quelle réponse apporter à son inquiétude du risque de grossesse ?,"La ménopause se définit comme un arrêt des règles depuis plus de 12 mois. Madame A. est ménopausée car elle entre dans le cadre de cette définition à 48 ans. Elle ne prend pas de traitement pouvant favoriser cette aménorrhée. L'existence de troubles climatériques va dans le sens de ce diagnostic, mais ils ne peuvent à eux seuls permettre de l'affirmer. Une ménopause survenant après 45 ans est qualifiée de précoce. Une ménopause survenant après 55 ans est qualifiée de tardive. Il est nécessaire de rassurer cette patiente par rapport au risque de grossesse qui est nul.",Endocrinology and Metabolism,Reasoning,True
4096,"Monsieur X, 68 ans, est adressé pour fièvre, dyspnée brutale et hyperleucocytose. Il a comme antécédents une hypertension artérielle traitée par un inhibiteur de l'enzyme de conversion, une hypercholestérolémie traitée par statine. Une fracture de jambe (accident de ski) traitée chirurgicalement il y a 8 ans et une cholécystectomie pour lithiase il y a 3 ans. Depuis 2 ans, il est sujet à des sinusites et des angines à répétition. Sur le plan familial, son père a eu 2 infarctus du myocarde mais est toujours en vie. Sa mère a été opérée et traitée pour un cancer du sein et est en rémission depuis 5 ans. Il est fonctionnaire à la retraite, marié, père de 3 enfants en bonne santé. Il rapporte un tabagisme à 20 paquets-années mais ne consomme pas d'alcool. L'histoire actuelle est celle d'une fièvre entre 39 et 40°C depuis 24 heures, apparue brutalement et qui s'accompagne d'une dyspnée au moindre effort. Il s'agit du troisième épisode fébrile depuis 3 mois, traité par 3 jours de prednisone et 8 jours d'un macrolide. L'interrogatoire apprend qu'une augmentation des globules blancs avait été signalée lors de la cholécystectomie mais le patient n'y avait pas donné suite. Sur le plan clinique, l'état général est altéré. La température est de 39°6C. Il n'y a pas d'amaigrissement (poids 72 kg pour 1m70). L'auscultation fait constater un foyer de crépitants à la base gauche, des adénopathies axillaires droite et gauche de 2 et 3 cm, et cervicales jugulaires internes bilatérales de 2 cm. Ces adénopathies sont mobiles et indolores. Il n'y a pas d'hépato ni de splénomégalie. Il n'y a pas de syndrome hémorragique. La tension artérielle est de 120/70 mm, la fréquence cardiaque régulière à 115/mn, la fréquence respiratoire de 21/nm. L'examen est normal sur les plans digestif, cardiologique et neurologique. Il n'y a pas d'ictère ni d'anomalie des téguments, pas de douleur des membres inférieurs. Les examens demandés en urgence reviennent avec les résultats suivants : Hémogramme : GR : 2,85 T/l ; Hb : 97 g/L, hte : 28 %, VGM : 98,1 fl ; TCMH:34pg, CCHM: 30 ; leucocytes : 45,1 G/l (PNN : 15 %, PNE: 0 % ; PNB: 0%, lymphocytes :83%, monocytes : 2%) plaquettes : 153 G/l ; réticulocytes: 220 G/L Ionogramme : Na : 135 mEq/l ; K : 3,8 mEq/l, Cl : 102 mEq/l, RA : 20 mEq/l, protéines totales : 68 g/l ; phosphore : 1,02 mmol/l, urée : 5,6 mmol/l, créatinine : 82 micromol/l. Gaz du sang : pH : 7,50 ; PO2 : 8,7 KPa (65 mmHg), PCO2 : 3,2 KPa (24 mmHg), Biarbonates : 22 mmol/l , SaO2 : 92 % Bilan hépatique : ALAT 23 U/l (N < 35), ASAT 29 U/l (N < 35), bilirubine totale : 28 micromol/l (2 - 17), conjuguée : 2 micromol/l (1 - 6), gamma-GT : 56 U/l (0 - 41), phosphatases alcalines : 65 U/l (44 - 98), LDH : 350 U/l (<290), haptoglobine plasmatique < 0,1 g/l, électrophorèse des protéines sériques : protides totaux : 68 g/l (albumine 40 g/l, alpha1 : 2 g/l, alpha2 : 10 g/l, bêta 12 g/l, gamma :4 g/l).",1,Quel problème médical urgent identifiez-vous chez ce patient à partir des éléments cliniques et biologiques de l'observation ? Quels examens paracliniques supplémentaires demandez-vous pour le problème respiratoire?,"Le problème médical urgent est la prise en charge d'une insuffisance respiratoire aiguë hypoxémiante secondaire à pneumopathie bactérienne communautaire.
 - Examens paracliniques supplémentaires : radiographie pulmonaire face profil, hémocultures, examen cytobactériologique des crachats.",Hematology,Reasoning,True
4102,"M. D..., 59 ans, est adressé en psychiatrie, à la sortie d'un service d'urgence où il a été hospitalisé pour un état comateux. Il avait été trouvé gisant sur le sol d'un couloir du foyer où il résidait. A la sortie de ce coma, il avait fait une fugue. Il avait été retrouvé dans la rue, mais il se donne successivement plusieurs professions, semblant ne pas se souvenir de celle qu'il a citée quelques instants avant. Il dit ainsi qu'il a été professeur de français, physique, mathématiques, qu'il serait assureur, puis formateur en entreprise. A chaque examen, il se présente comme si on ne le connaissait pas et prend le médecin pour quelqu'un d'autre. Il dit être arrivé la veille, systématiquement, même au bout de plusieurs jours. Dans l'unité de soins, il n'arrive pas à se repérer, demande son chemin pour retourner à Neuilly où il déclare vivre ; il faut le reconduire régulièrement dans sa chambre. Il a perdu la notion du temps, demande souvent l'heure avec une tonalité d'inquiétude. Il donne constamment plusieurs versions des mêmes faits sans s'apercevoir de ses contradictions et s'irrite quand on les lui fait remarquer. Au cours de son séjour, il fugue à plusieurs reprises du service, croyant se trouver ailleurs. On apprend par des voies latérales qu'il est divorcé depuis plusieurs années et qu'il a deux filles qui résident dans la région parisienne où il a vécu autrefois. Le foyer où il vivait depuis plusieurs années, n'envisage pas de le reprendre car il consommait beaucoup de boissons alcoolisées et se trouvait fréquemment en état d'ivresse. Il ne reconnaît pas qu'il est malade et comprend les questions qui lui sont posées ou les propos qui lui sont tenus. L'examen physique, révèle l'existence de troubles de la marche (steppage). Le patient élargit notablement son polygone de sustentation, et présente une perte de la force musculaire segmentaire. On trouve également une hypoesthésie épicritique et thermo-algésique, en chaussette, une abolition des réflexes ostéo-tendineux, rotulien et achilléen. Ces troubles sont bilatéraux et symétriques. Le reste de l'examen ne permet de relever aucune autre anomalie. Les résultats des examens biologiques montrent une anémie macrocytaire, une thrombopénie, un bilan hépatique perturbé (ASAT = 184 - ALAT = 101 - PAL = 154, Gamma GT = 369 et une hypoprotidémie.",1,Faire l'analyse sémiologique de cette observation.,"Ce malade présente une désorientation temporelle et spatiale (ne sait plus où il est, cherche sa chambre), une amnésie antérograde (oubli au fur et à mesure), une fabulation compensatrice (s'attribue plusieurs professions), de fausses reconnaissances (prend le médecin pour quelqu'un d'autre), une méconnaissance complète de sa maladie. Il présente également des mouvements d'angoisse (fugues, probablement liée à ses troubles de l'orientation). Il a présenté avant son admission en psychiatrie, une perte de connaissance prolongée avec coma. L'examen physique révèle des troubles sensitifs et moteurs des deux membres inférieurs, de façon symétrique, ce qui a une grande valeur d'orientation.",Psychiatry,Reasoning,True
4115,"Une patiente âgée de 80 ans est hospitalisée du fait de l'apparition progressive d'oedèmes des membres inférieurs bilatéraux, blancs, symétriques, mous, indolores, dépressibles et déclives. Ils sont accompagnés d'une prise de poids de 10 kg. La pression artérielle est à 100/65 mmHg, la fréquence cardiaque à 120/mn. L'auscultation cardiaque ne montre pas de souffle. La patiente n'a pas de diabète et ne prend aucun médicament sauf du furosémide depuis 8 jours donné par son médecin du fait des oedèmes. Un ECG est réalisé, joint en annexe. L'échographie rénale montre 2 reins de 14 cm de grand axe sans dilatation des voies excrétrices. L'échographie cardiaque montre une discrète dilatation des cavités cardiaques (VG et VD), avec une fonction systolique du ventricule gauche normale (fraction d'éjection 65 %), sans valvulopathie, ni signe d'hypertension artérielle pulmonaire. Les examens biologiques sont les suivants : Glucose 4,4 mmol/l, Na 129 mmol/l, K 3,7 mmol/l, Cl 94 mmol/l, HCO3 24 mmol/l, Ca 1,84 mmol/l, Phosphorémie 1,94 mmol/l, Protéines 60 g/l, Albumine 10 g/l. Urée 34 mmol/l, Créatinine 322 µmol/l, Uricémie 840 µmol/l, Bilirubine totale 15 µmol/l. ASAT 27 UI/ml, ALAT 15 UI/ml, Phosphatases alcaline 106 UI/ml, Créatine Kinase 24 UI/ml. Protéine C-Réactive 24 mg/l, Cholestérol total 11,5 mmol/l, Triglycérides 1.43 mmol/l. Dans les urines : Protéinurie à 3,5 g/24 h, Hématies 3.000/mm3, Leucocytes 4.000/mm3.",1,Quel est le mécanisme des oedèmes dans ce cas ?,Les oedèmes sont la conséquence de la diminution de la pression oncotique (diminution de la protidémie). Il y a hypovolémie efficace qui participe à la rétention hydro-sodée (hyperaldéostéronisme secondaire).,Nephro-Urology,Reasoning,True
4132,"Une femme de 36 ans, deuxième geste, nullipare, enceinte à 32 SA, se présente en urgence pour des douleurs abdomino-pelviennes à type de crampes, rythmées toutes les 3 minutes, depuis 6 heures. Elle ne présente pas d'antécédent particulier et le début de cette grossesse s'est déroulé normalement. L'examen clinique montre un état général conservé. Elle mesure 1.54 m et pèse 82 kg (+ 14 kg par rapport au début de la grossesse). La tension artérielle est à 120/70 mm Hg et le pouls à 78/min. La température est à 37.8°C. L'utérus est dur, à grand axe longitudinal. La hauteur utérine est à 32 cm. Le toucher vaginal révèle un col court, postérieur, perméable au doigt et une présentation céphalique fixée. L'échographie obstétricale réalisée à 31 SA montre un foetus de morphologie normale, dont les biométries sont comprises entre les centiles 95 et 97, un liquide amniotique en quantité modérément augmentée et un placenta fundique.",1,"Quelle affection évoquez-vous en priorité, d'après les signes cliniques fonctionnels d'appel qui ont motivé la consultation en urgence et les données de l'examen clinique ? Quels sont les arguments de votre diagnostic?","Menace d'accouchement prématuré. Arguments : contractions utérines (crampes abdomino-pelviennes rythmées, utérus dur) ; modifications cervicales (col court, perméable au doigt, présentation fixée).",Gynecology and Obstetrics,Reasoning,True
4141,"Mr S., vendeur de journaux dans un kiosque, âgé de 56 ans se plaint au réveil à 7h d'une chute du membre supérieur gauche. Il remarque des fourmillements dans le bras gauche. Il peut se lever et se fait conduire aux urgences. Il prend comme traitement pour une hypertension artérielle Valsartan (tareg 160 1/j), Bisoprolol hémifumarate+ Hydrochlorothiazide (lodoz 10 1/j) et pour un diabète Glibenclamide (daonil 5 3/j), Metformine chlorhydrate (glucophage 1000 2/j). Cet homme consomme 1 whisky et 3 verres de vin par jour. Il pèse 110kg pour 1.82 m. Il fume 10 cigarettes par jour

A 8h 30, à l'examen clinique, il existe une chute du bras gauche au maintien des attitudes, une chute modérée du membre inférieur G. Il existe une hypoesthésie à la piqûre du membre supérieure gauche. Il existe une extinction visuelle de l'hémichamp gauche. La tension est à 210 /110 mmHg, le pouls est régulier à 83 pulsations/min.",1,Quel examen biologique pratiquez-vous immédiatement en urgence ?,"Faire un dextro à la recherche d'une hypoglycémie.

Vous demandez un TDM,  réalisé à 9 h, il est normal.",Neurology,Reasoning,True
4152,"Mr  D., ancien artisan peintre droitier, âgé de 72 ans est hospitalisé à 10 heures pour la survenue d'une hémiplégie gauche découverte au réveil. Ses antécédents consistent en une hypertension artérielle connue depuis 15 années, actuellement traitée par Indapamide (fludex 1/j) + Ramipril (triatec 2,5 1/j) , un diabète depuis 8 années  traité par Metformine chlorhydrate (glucophage 850 N 2/j), une hypercholestérolémie traitée par Simvastatine (zocor 40 1/j), une hyperuricémie traitée par Allopurinol (zyloric 1/j). Le tabagisme à 20 paquets années est sevré depuis 7 ans. Il y a sept ans, à l'occasion d'un malaise un ECG a mis en évidence une fibrillation auriculaire justifiant un traitement anticoagulant par Fluindione (previscan 1+1/4) et Digoxine (hémigoxine 1/jour).A l'entrée, Mr D est conscient. Il se plaint d'une difficulté à mobiliser ses membres inférieur et supérieur gauches. Il se plaint de difficultés à articuler les mots qu'il attribue à son atteinte faciale. En effet les traits du visage sont déformés avec une déviation de la bouche vers la gauche. Il dit avoir des difficultés à occlure la paupière droite et se plaint de son œil droit qui est rouge. A l'examen, les réflexes ostéo-tendineux sont vifs et diffusés au membre inférieur gauche, vifs au membre supérieur gauche, la sensibilité superficielle et profonde est normale.Le poids est de 87 kg pour 1, 73m, la tension artérielle 160/ 85 mmHg, le pouls irrégulier à 90 pulsations/mn.De son carnet de santé, on retient la semaine précédente, un dosage de INR = 2, 8 ; Hb1C= 7.",1,Comment examinez-vous  la motricité de la face ?,"Inspection puis  étude du facial supérieur, du facial inférieur. Vérifier l'absence de dissociation automatico-volontaire.",Neurology,Understanding,True
4186,"Une femme de 69 ans, est admise aux urgences vers 15 heures pour malaise sans perte de connaissance survenu dans une pharmacie. L'examen réalisé par le pharmacien trouve une cyanose discrète des extrémités, un pouls à 62 par minute et une tension artérielle systolique à 90 mmHg. A l'admission, cette malade qui a repris toute sa lucidité signale qu'elle est diabétique non insulinodépendante traitée par metformine (Glucophage$R) 500 mg 2/j, mépaglimide 0,5 mg (Novonorm$R) 1 cp midi et soir et régime. Elle est habituellement hypertendue traitée par amlodipine (Amlor$R) 5 mg 1/j. Elle a déjeuné normalement vers 12H30 et signale une douleur persistante dans la jambe droite depuis le matin qui a motivé sa sortie pour se procurer un antalgique alors qu'elle se sentait fatiguée depuis la veille. L'examen clinique trouve un placard érythémateux et oedémateux chaud tendu au niveau de la face interne du mollet droit. Il existe une hypodermite indurée circonférentielle au niveau des 2 chevilles et des cicatrices d'ulcères anciens. On note la présence de varicosités en plaques sur les faces internes des cuisses ainsi que sur les deux pieds. L'examen clinique montre également quelques excoriations sur les deux jambes et un aspect érosif et macéré des 2 derniers espaces interdigitaux plantaires des deux pieds. On trouve à la palpation deux adénopathies inguinales droites sensibles. Elle a une impotence fonctionnelle du membre inférieur sur lequel elle ne peut prendre appui et dit qu'elle redoute de faire une phlébite comme il y a de nombreuses années après la naissance de sa fille. Sa température à l'admission est de 38°7C. Son poids est de 69 kg pour 152 cm.",1,Quelles sont les causes à évoquer devant ce malaise et laquelle privilégiez‐vous ?,1) Malaise vagal lié à la douleur et à l'hyperthermie. 2) Malaise hypoglycémique chez une diabétique lié à un repas insuffisant dans le contexte de prise d'un insulinosécréteur au déjeuner. 3) Hypotension orthostatique liée à une complication neuro dégénérative du diabète.,Dermatology,Reasoning,True
4246,"Un homme de 33 ans, est amené par les pompiers au service d'urgence de l'hôpital général. Il a provoqué un accident par refus de priorité, sans gravité d'après le constat de police. Il a refusé l'alcootest avec virulence. Son comportement a motivé son transfert au service des urgences. Pendant celui‐ci, il profère des menaces et injurie les pompiers. A son arrivée, il dit que le monde a besoin d'évènements nouveaux et que s'il n'avait pas causé cet accident, personne ne l'aurait fait à sa place : ""si on ne provoque pas les évènements, il ne se passe rien dans ce pays"". Il parle seul, récite des prières, se montre agressif envers le personnel tant et si bien qu'on doit l'isoler. Il tambourine à la porte de sa chambre d'isolement, chante, se moque des infirmiers qui lui apportent son repas. Il est bientôt prostré dans un coin, refusant de parler. Au médecin qui l'interroge, et après quelques minutes de silence, il consent cependant à répondre par oui et par non, puis se laisse emporter, parlant de plus en plus vite. Son discours est parfois incompréhensible tant ses idées semblent se bousculer, tant il passe souvent du coq à l'âne. Il se dit menacé par des hommes politiques influents dont il préfère taire le nom pour ne pas exposer le médecin à des représailles. Ce complot reste flou, aucune personne n'étant jamais nommée individuellement ; il semble n'y croire qu'à moitié. Il dit avoir maille à partir avec les services secrets Il vante ses grandes capacités d'intelligence qu'il se dit prêt à ""montrer sur le champ en passant tous les tests qu'on voudra bien lui présenter"". Très exalté, il ne se sent pas malade, il dit : ""allez docteur, vous allez pas me laisser moisir ici, j'ai autre chose à faire moi, je me sens très, vraiment très, très, très bien ! je n'ai même plus besoin de dormir ! faites‐moi donc sortir ! Quoi vous voulez que je prenne un traitement ? Vous êtes fou ou quoi ?"". Il refuse toute hospitalisation. Sa femme et ses enfants confirment une insomnie totale et une grande excitation apparues récemment. Trois heures après l'accident, il présente un bref épisode pendant lequel il ne sait plus où il est, se trompe de date et d'heure. L'examen neurologique ne montre ni trouble de la marche ni déficit sensitivo‐moteur. Le rachis est souple. La tension artérielle est à 140/80 mm Hg, le pouls est à 76/m, et la température corporelle est à 37°3 C. Il a 1 g/l d'alcool dans le sang.",1,Quels sont les principaux symptômes à relever dans cette observation ?,"Ce malade a présenté une crise d'agitation avec : ‐ troubles du comportement (impulsivité) ‐ excitation psychomotrice‐hyperactivité agressive et improductive, soliloque ‐ humeur euphorique, expansive et versatile (alternance d'euphorie et logorrhée) ‐ idées délirantes de type fabulatoire avec faible degré de conviction à thèmes religieux (récite des prières), mégalomaniaques (hommes politiques influents, grandes capacités d'intelligence), de persécution (complot) ‐ bref épisode intercurrent de confusion mentale (désorientation temporelle et spatiale) ‐ déni de la maladie, refus de soins ‐ symptômes somatiques : insomnie totale, absence de perception de la fatigue ‐ alcoolisation associée (alcoolémie à 1 g/L).",Psychiatry,Understanding,True
4281,"Une femme de 76 ans est adressée aux urgences car elle a depuis 24 heures, une fièvre à 40°C accompagnée de frissons, d'une asthénie intense. Dans ses antécédents on note : ‐ une phlébite surale droite avec embolie pulmonaire il y a 4 ans ; ‐ un adénocarcinome mammaire droit traité par mastectomie partielle et radiothérapie complémentaire il y a 3 ans. Son traitement habituel comporte : tamoxifène (Nolvadex ®) : 1 cp / j. La température est 39°3 C, la tension artérielle 140/70 mmHg et le pouls à 100 / min régulier. La jambe droite est érythémateuse, chaude, douloureuse jusqu'au genou. Il existe une traînée érythémateuse à la face interne de la cuisse droite avec une adénopathie inguinale droite, centimétrique, sensible à la palpation. Vous trouvez une fissure entre les 4ème et 5ème orteils des deux côtés. L'auscultation cardio‐pulmonaire est sans anomalie. La patiente signale par ailleurs depuis 3 mois une douleur lombaire gauche irradiant à la face postérieure de la cuisse et du mollet gauche jusqu'au talon. Elle a une abolition du réflexe achilléen gauche alors que l'achilléen droit est présent. Il n'y a pas de trouble moteur ou sensitif.",1,Quel est votre diagnostic concernant les lésions cutanées ? Sur quels arguments ?,"Erysipèle de la jambe droite avec lymphangite Erysipèle car : présence d'une jambe droite érythémateuse, chaude, douloureuse dans un contexte de fièvre et de frissons. Présence d'une porte d'entrée (fissure inter‐orteils probablement d'origine mycosique) Lymphangite car : présence d'une traînée érythémateuse de la face interne de la cuisse droite avec adénopathie satellite.",Infectious Diseases,Reasoning,True
4304,"Un homme de 23 ans, 60 kg, vivant en Ile de France, sans antécédents particuliers, a présenté au retour d'un séjour dans le sud‐ouest de la France, comme moniteur de colonie de vacances, une pharyngite érythémateuse, sans amygdalite, avec 38°C de température, traitée en ville de manière symptomatique, par paracétamol. Trois jours plus tard, la température est à 39°C. Il est admis aux urgences de l'hôpital. Il est confus, obnubilé, somnolent. La température corporelle est à 39°C, la fréquence cardiaque est à 100/min, la fréquence respiratoire est à 16 cycles par min, la tension artérielle est à 100/60 mmHg. L'examen clinique met en évidence au niveau des pieds des macules violacées qui ne s'effacent pas à la pression et une raideur méningée.",1,Quel diagnostic évoquez‐vous? Justifiez votre réponse.,Méningite : ‐ troubles de conscience ‐ raideur de nuque ‐ fièvre à méningocoques : ‐ vie en communauté ‐ purpura ‐ pharyngite,Infectious Diseases,Reasoning,True
